prompt,provedor,familia,categoria,eh_categoria,marcas_no_prompt,marcas_na_resposta,n_marcas_declarado,n_fontes,relevancia,tam_resposta,seeds,seed_branded
magnetron microondas brastemp,google_ai_overview,produto e categoria,micro-ondas,1,brastemp,brastemp,1,9,92,173,microondas,0
microondas 4 em 1,google_ai_overview,produto e categoria,micro-ondas,1,,,1,8,92,173,microondas,0
microondas 31 litros electrolux inox,google_ai_overview,especificacao de produto,micro-ondas,1,electrolux,electrolux,1,8,92,173,microondas,0
microondas brastemp inox ative 30 litros,google_ai_overview,especificacao de produto,micro-ondas,1,brastemp,brastemp,1,2,92,173,microondas,0
eletrolux microondas,google_ai_overview,produto e categoria,micro-ondas,1,electrolux,electrolux,1,4,92,173,microondas,0
Quais são as vantagens de um micro-ondas sem prato frente aos modelos com prato giratório?,google_ai_mode,comparacao e modelo,micro-ondas,1,,,1,7,92,173,microondas,0
Como limpar e manter um micro-ondas LG com função easy clean?,gemini,manutencao e limpeza,micro-ondas,1,lg,lg,1,0,92,173,microondas,0
Como limpar e manter um micro-ondas LG com função easy clean?,chatgpt,manutencao e limpeza,micro-ondas,1,lg,lg,1,12,92,173,microondas,0
Como limpar e manter um micro-ondas LG com função easy clean?,google_ai_mode,manutencao e limpeza,micro-ondas,1,lg,lg,1,11,92,173,microondas,0
microondas 30 litros branco brastemp,google_ai_overview,especificacao de produto,micro-ondas,1,brastemp,brastemp,1,5,92,173,microondas,0
microondas lg neochef 30 litros,google_ai_overview,especificacao de produto,micro-ondas,1,lg,lg,1,11,92,173,microondas,0
microondas e forno brastemp gourmand,google_ai_overview,produto e categoria,coccao,1,brastemp,brastemp,1,9,92,173,microondas,0
microondas philco,google_ai_overview,produto e categoria,micro-ondas,1,philco,philco,1,6,92,173,microondas,0
microondas mondial 34 litros é bom,google_ai_overview,especificacao de produto,micro-ondas,1,mondial,mondial,1,5,92,173,microondas,0
Vale a pena comprar um micro-ondas Samsung 40 litros em promoção no ano atual?,chatgpt,especificacao de produto,micro-ondas,1,samsung,samsung,1,14,92,173,microondas,0
microondas lg,google_ai_overview,produto e categoria,micro-ondas,1,lg,lg,1,7,92,173,microondas,0
brastemp microondas grill,google_ai_overview,produto e categoria,micro-ondas,1,brastemp,brastemp,1,9,92,173,microondas,0
brastemp gourmand microondas,google_ai_overview,produto e categoria,micro-ondas,1,brastemp,brastemp,1,5,92,173,microondas,0
Quais são as principais diferenças entre Brastemp micro-ondas de embutir e de bancada?,chatgpt,produto e categoria,micro-ondas,1,brastemp,brastemp,1,12,92,173,microondas,0
Quais são as principais diferenças entre Brastemp micro-ondas de embutir e de bancada?,gemini,produto e categoria,micro-ondas,1,brastemp,brastemp,1,0,92,173,microondas,0
Quais são as principais diferenças entre Brastemp micro-ondas de embutir e de bancada?,google_ai_mode,produto e categoria,micro-ondas,1,brastemp,brastemp,1,0,92,173,microondas,0
magnetron microondas electrolux preço,google_ai_overview,preco e compra,micro-ondas,1,electrolux,electrolux,1,4,92,173,microondas,0
microondas electrolux potencia,google_ai_overview,produto e categoria,micro-ondas,1,electrolux,electrolux,1,8,92,173,microondas,0
micro ondas brastemp espelhado inox,google_ai_overview,especificacao de produto,micro-ondas,1,brastemp,brastemp,1,6,92,173,microondas,0
microondas sem prato giratorio,google_ai_overview,produto e categoria,micro-ondas,1,,,1,5,92,173,microondas,0
valor microondas brastemp,google_ai_overview,produto e categoria,micro-ondas,1,brastemp,brastemp,1,3,92,173,microondas,0
microondas 31 litros inox electrolux,google_ai_overview,especificacao de produto,micro-ondas,1,electrolux,electrolux,1,9,92,173,microondas,0
microondas panasonic inverter,google_ai_overview,especificacao de produto,micro-ondas,1,panasonic,panasonic,1,6,92,173,microondas,0
microondas brastemp embutido,google_ai_overview,produto e categoria,micro-ondas,1,brastemp,brastemp,1,10,92,173,microondas,0
micro ondas de embutir brastemp,google_ai_overview,produto e categoria,micro-ondas,1,brastemp,brastemp,1,8,92,173,microondas,0
microondas mondial 34 litros espelhado,google_ai_overview,especificacao de produto,micro-ondas,1,mondial,mondial,1,7,92,173,microondas,0
philco microondas pme31,google_ai_overview,produto e categoria,micro-ondas,1,philco,philco,1,10,92,173,microondas,0
como funciona micro ondas,google_ai_overview,produto e categoria,micro-ondas,1,,,1,18,92,173,microondas,0
transformador para microondas brastemp,google_ai_overview,produto e categoria,micro-ondas,1,brastemp,brastemp,1,5,92,173,microondas,0
potencia microondas electrolux,google_ai_overview,produto e categoria,micro-ondas,1,electrolux,electrolux,1,9,92,173,microondas,0
Qual a diferença entre micro-ondas comum e com grill na linha da Havan e qual devo escolher para uso diário?,gemini,comparacao e modelo,micro-ondas,1,,,1,0,92,173,microondas,0
Qual a diferença entre micro-ondas comum e com grill na linha da Havan e qual devo escolher para uso diário?,google_ai_mode,comparacao e modelo,micro-ondas,1,,,1,8,92,173,microondas,0
Brastemp Micro-ondas,gemini,produto e categoria,micro-ondas,1,brastemp,brastemp,1,0,92,173,microondas,0
microondas 45l electrolux,google_ai_overview,produto e categoria,micro-ondas,1,electrolux,electrolux,1,7,92,173,microondas,0
microondas brastemp inox 38 litros,google_ai_overview,especificacao de produto,micro-ondas,1,brastemp,brastemp,1,10,92,173,microondas,0
comida de microondas,google_ai_overview,produto e categoria,micro-ondas,1,,,1,8,92,173,microondas,0
valor do microondas electrolux,google_ai_overview,produto e categoria,micro-ondas,1,electrolux,electrolux,1,6,92,173,microondas,0
Quais marcas brasileiras costumam oferecer micro-ondas 220V confiáveis e com bom custo-benefício?,gemini,especificacao de produto,micro-ondas,1,,,1,4,92,173,microondas,0
Quais critérios devo considerar ao escolher um micro-ondas Elettromec para minha cozinha pequena?,chatgpt,comparacao e modelo,micro-ondas,1,,,1,0,92,173,microondas,0
Quais critérios devo considerar ao escolher um micro-ondas Elettromec para minha cozinha pequena?,google_ai_mode,comparacao e modelo,micro-ondas,1,,,1,4,92,173,microondas,0
Quais critérios devo considerar ao escolher um micro-ondas Elettromec para minha cozinha pequena?,gemini,comparacao e modelo,micro-ondas,1,,,1,0,92,173,microondas,0
micro-ondas philco,google_ai_overview,produto e categoria,micro-ondas,1,philco,philco,1,7,92,173,microondas,0
Micro-ondas Philco,gemini,produto e categoria,micro-ondas,1,philco,philco,1,0,92,173,microondas,0
Micro-ondas Philco,google_ai_mode,produto e categoria,micro-ondas,1,philco,philco,1,10,92,173,microondas,0
Micro-ondas Philco,chatgpt,produto e categoria,micro-ondas,1,philco,philco,1,13,92,173,microondas,0
microondas philco 110v,google_ai_overview,especificacao de produto,micro-ondas,1,philco,philco,1,7,92,173,microondas,0
como colocar a hora no microondas electrolux,google_ai_overview,produto e categoria,micro-ondas,1,electrolux,electrolux,1,8,92,173,microondas,0
Qual é a diferença entre os modelos de micro-ondas Panasonic de 34 litros e 30 litros para uso doméstico?,google_ai_mode,especificacao de produto,micro-ondas,1,panasonic,panasonic,1,12,92,173,microondas,0
Qual é a diferença entre os modelos de micro-ondas Panasonic de 34 litros e 30 litros para uso doméstico?,gemini,especificacao de produto,micro-ondas,1,panasonic,panasonic,1,0,92,173,microondas,0
Qual é a diferença entre os modelos de micro-ondas Panasonic de 34 litros e 30 litros para uso doméstico?,chatgpt,especificacao de produto,micro-ondas,1,panasonic,panasonic,1,12,92,173,microondas,0
prato do microondas lg,google_ai_overview,produto e categoria,micro-ondas,1,lg,lg,1,7,92,173,microondas,0
brastemp micro ondas gourmand,google_ai_overview,produto e categoria,micro-ondas,1,brastemp,brastemp,1,9,92,173,microondas,0
gourmand brastemp microondas,google_ai_overview,produto e categoria,micro-ondas,1,brastemp,brastemp,1,12,92,173,microondas,0
micro-ondas da electrolux,google_ai_overview,produto e categoria,micro-ondas,1,electrolux,electrolux,1,5,92,173,microondas,0
microondas da philco é bom,google_ai_overview,produto e categoria,micro-ondas,1,philco,philco,1,8,92,173,microondas,0
microondas consul é bom,google_ai_overview,produto e categoria,micro-ondas,1,consul,consul,1,9,92,173,microondas,0
micro-ondas 31l electrolux,google_ai_overview,produto e categoria,micro-ondas,1,electrolux,electrolux,1,8,92,173,microondas,0
Quais são as vantagens de comprar um micro-ondas Panasonic inox ou preto?,chatgpt,especificacao de produto,micro-ondas,1,panasonic,panasonic,1,12,92,173,microondas,0
Quais são as vantagens de comprar um micro-ondas Panasonic inox ou preto?,google_ai_mode,especificacao de produto,micro-ondas,1,panasonic,panasonic,1,13,92,173,microondas,0
Quais são as vantagens de comprar um micro-ondas Panasonic inox ou preto?,gemini,especificacao de produto,micro-ondas,1,panasonic,panasonic,1,0,92,173,microondas,0
Qual micro-ondas Elettromec é mais indicado para cozinhar rápido e com economia de energia?,chatgpt,consumo e energia,micro-ondas,1,,,1,15,92,173,microondas,0
Qual micro-ondas Elettromec é mais indicado para cozinhar rápido e com economia de energia?,google_ai_mode,consumo e energia,micro-ondas,1,,,1,4,92,173,microondas,0
Qual micro-ondas Elettromec é mais indicado para cozinhar rápido e com economia de energia?,gemini,consumo e energia,micro-ondas,1,,,1,0,92,173,microondas,0
Quais são as melhores funções de um micro-ondas Samsung para uso diário em casa?,chatgpt,comparacao e modelo,micro-ondas,1,samsung,samsung,1,13,92,173,microondas,0
Quais são as melhores funções de um micro-ondas Samsung para uso diário em casa?,gemini,comparacao e modelo,micro-ondas,1,samsung,samsung,1,4,92,173,microondas,0
microondas 30l electrolux,google_ai_overview,produto e categoria,micro-ondas,1,electrolux,electrolux,1,6,92,173,microondas,0
o que é microondas,google_ai_overview,produto e categoria,micro-ondas,1,,,1,4,92,173,microondas,0
microondas mondial 34l,google_ai_overview,produto e categoria,micro-ondas,1,mondial,mondial,1,10,92,173,microondas,0
micro-ondas electrolux 23l efficient,google_ai_overview,produto e categoria,micro-ondas,1,electrolux,electrolux,1,8,92,173,microondas,0
micro-ondas electrolux 31l,google_ai_overview,produto e categoria,micro-ondas,1,electrolux,electrolux,1,8,92,173,microondas,0
microondas brastemp valor,google_ai_overview,produto e categoria,micro-ondas,1,brastemp,brastemp,1,6,92,173,microondas,0
microondas electrolux é bom,google_ai_overview,produto e categoria,micro-ondas,1,electrolux,electrolux,1,7,92,173,microondas,0
Como escolher o micro-ondas Samsung ideal para uma família de 4 pessoas?,gemini,comparacao e modelo,micro-ondas,1,samsung,samsung,1,0,92,173,microondas,0
Como escolher o micro-ondas Samsung ideal para uma família de 4 pessoas?,google_ai_mode,comparacao e modelo,micro-ondas,1,samsung,samsung,1,9,92,173,microondas,0
Como escolher o micro-ondas Samsung ideal para uma família de 4 pessoas?,chatgpt,comparacao e modelo,micro-ondas,1,samsung,samsung,1,4,92,173,microondas,0
preço de microondas brastemp,google_ai_overview,preco e compra,micro-ondas,1,brastemp,brastemp,1,7,92,173,microondas,0
microondas panasonic preço,google_ai_overview,preco e compra,micro-ondas,1,panasonic,panasonic,1,7,92,173,microondas,0
microondas brastemp inox espelhado,google_ai_overview,especificacao de produto,micro-ondas,1,brastemp,brastemp,1,5,92,173,microondas,0
micro-ondas electrolux 20l cor inox espelhado com função tira odor,google_ai_overview,especificacao de produto,micro-ondas,1,electrolux,electrolux,1,8,92,173,microondas,0
micro-ondas panasonic 27 litros,google_ai_overview,especificacao de produto,micro-ondas,1,panasonic,panasonic,1,6,92,173,microondas,0
Quais são os melhores modelos de micro-ondas Electrolux para cozinhas com espaço reduzido?,gemini,comparacao e modelo,micro-ondas,1,electrolux,electrolux,1,0,92,173,microondas,0
Quais são os melhores modelos de micro-ondas Electrolux para cozinhas com espaço reduzido?,chatgpt,comparacao e modelo,micro-ondas,1,electrolux,electrolux,1,13,92,173,microondas,0
Quais são os melhores modelos de micro-ondas Electrolux para cozinhas com espaço reduzido?,google_ai_mode,comparacao e modelo,micro-ondas,1,electrolux,electrolux,1,0,92,173,microondas,0
forno electrolux microondas,google_ai_overview,produto e categoria,micro-ondas,1,electrolux,electrolux,1,9,92,173,microondas,0
microondas panasonic 34 litros inox,google_ai_overview,especificacao de produto,micro-ondas,1,panasonic,panasonic,1,9,92,173,microondas,0
Quais cuidados de limpeza e conservação devo ter para um micro-ondas Philco para que ele dure mais tempo?,chatgpt,manutencao e limpeza,micro-ondas,1,philco,philco,1,13,92,173,microondas,0
Quais cuidados de limpeza e conservação devo ter para um micro-ondas Philco para que ele dure mais tempo?,gemini,manutencao e limpeza,micro-ondas,1,philco,philco,1,0,92,173,microondas,0
Quais cuidados de limpeza e conservação devo ter para um micro-ondas Philco para que ele dure mais tempo?,google_ai_mode,manutencao e limpeza,micro-ondas,1,philco,philco,1,18,92,173,microondas,0
brastemp microondas 38 litros,google_ai_overview,especificacao de produto,micro-ondas,1,brastemp,brastemp,1,8,92,173,microondas,0
"Como escolher entre Micro-ondas Electrolux de 20L, 23L e 31L para minha casa?",chatgpt,comparacao e modelo,micro-ondas,1,electrolux,electrolux,1,5,92,173,microondas,0
"Como escolher entre Micro-ondas Electrolux de 20L, 23L e 31L para minha casa?",google_ai_mode,comparacao e modelo,micro-ondas,1,electrolux,electrolux,1,0,92,173,microondas,0
"Como escolher entre Micro-ondas Electrolux de 20L, 23L e 31L para minha casa?",gemini,comparacao e modelo,micro-ondas,1,electrolux,,1,0,92,173,microondas,0
micro ondas brastemp 32l,google_ai_overview,produto e categoria,micro-ondas,1,brastemp,brastemp,1,11,92,173,microondas,0
microondas lg neochef 30l,google_ai_overview,produto e categoria,micro-ondas,1,lg,lg,1,11,92,173,microondas,0
forno microondas electrolux,google_ai_overview,produto e categoria,micro-ondas,1,electrolux,electrolux,1,6,92,173,microondas,0
micro ondas faz mal,google_ai_overview,produto e categoria,micro-ondas,1,,,1,11,92,173,microondas,0
Você sabe por que meu micro-ondas está fazendo barulho alto e o que isso pode significar?,google_ai_mode,defeito e problema,micro-ondas,1,,,1,0,92,173,microondas,0
microondas embutir consul,google_ai_overview,produto e categoria,micro-ondas,1,consul,consul,1,9,92,173,microondas,0
Qual micro-ondas Philco com acabamento espelhado é mais indicado para uma cozinha moderna?,google_ai_mode,comparacao e modelo,micro-ondas,1,philco,philco,1,8,92,173,microondas,0
Qual micro-ondas Philco com acabamento espelhado é mais indicado para uma cozinha moderna?,chatgpt,comparacao e modelo,micro-ondas,1,philco,philco,1,9,92,173,microondas,0
Qual micro-ondas Philco com acabamento espelhado é mais indicado para uma cozinha moderna?,gemini,comparacao e modelo,micro-ondas,1,philco,philco,1,0,92,173,microondas,0
microondas lg grill,google_ai_overview,produto e categoria,micro-ondas,1,lg,lg,1,13,92,173,microondas,0
forno multifuncional,google_ai_overview,produto e categoria,coccao,1,,,1,8,92,173,microondas,0
microondas emite radiação,google_ai_overview,produto e categoria,micro-ondas,1,,,1,12,92,173,microondas,0
microondas inox consul 30 litros,google_ai_overview,especificacao de produto,micro-ondas,1,consul,consul,1,6,92,173,microondas,0
